kappa,theta,sigma,rho,v0,r,T,k,price
2.5,0.03,0.1,-0.5,0.07,0.1,2,1.1000000000000003,nan
2.5,0.03,0.1,-0.5,0.07,0.1,2,1.1500000000000004,nan
2.5,0.03,0.1,-0.5,0.07,0.1,2,1.2000000000000004,nan
2.5,0.03,0.1,-0.5,0.07,0.1,2,1.2500000000000004,nan
2.5,0.03,0.1,-0.5,0.07,0.1,2,1.3000000000000005,nan
2.5,0.03,0.1,-0.5,0.07,0.1,2,1.3500000000000005,nan
2.5,0.03,0.2,-0.5,0.05,0.1,1,0.8,0.281224599973079
2.5,0.03,0.2,-0.5,0.05,0.1,1,0.8500000000000001,0.2399481379050291
2.5,0.03,0.2,-0.5,0.05,0.1,1,0.9000000000000001,0.20082850126197438
2.5,0.03,0.2,-0.5,0.05,0.1,1,0.9500000000000002,0.16451267110746892
2.5,0.03,0.2,-0.5,0.05,0.1,1,1.0000000000000002,0.13161680619167537
2.5,0.03,0.2,-0.5,0.05,0.1,1,1.0500000000000003,0.10264285833459874
2.5,0.03,0.2,-0.5,0.05,0.1,1,1.1000000000000003,0.07790383178545573
2.5,0.03,0.2,-0.5,0.05,0.1,1,1.1500000000000004,0.05747628410314237
2.5,0.03,0.2,-0.5,0.05,0.1,1,1.2000000000000004,0.04119241792787509
2.5,0.03,0.2,-0.5,0.05,0.1,1,1.2500000000000004,0.028673230905763847
2.5,0.03,0.2,-0.5,0.05,0.1,1,1.3000000000000005,0.0193927617244328
2.5,0.03,0.2,-0.5,0.05,0.1,1,1.3500000000000005,0.01275597403651521
2.5,0.03,0.2,-0.5,0.05,0.1,1.5,0.8,0.31776162847334843
2.5,0.03,0.2,-0.5,0.05,0.1,1.5,0.8500000000000001,0.27873913379913096
2.5,0.03,0.2,-0.5,0.05,0.1,1.5,0.9000000000000001,0.241482647776743
2.5,0.03,0.2,-0.5,0.05,0.1,1.5,0.9500000000000002,0.2064109732272832
2.5,0.03,0.2,-0.5,0.05,0.1,1.5,1.0000000000000002,0.17391911449010689
2.5,0.03,0.2,-0.5,0.05,0.1,1.5,1.0500000000000003,0.1443420201144885
2.5,0.03,0.2,-0.5,0.05,0.1,1.5,1.1000000000000003,0.11792276417065439
2.5,0.03,0.2,-0.5,0.05,0.1,1.5,1.1500000000000004,0.09479028831391856
2.5,0.03,0.2,-0.5,0.05,0.1,1.5,1.2000000000000004,0.07495008537030584
2.5,0.03,0.2,-0.5,0.05,0.1,1.5,1.2500000000000004,0.05828875035639075
2.5,0.03,0.2,-0.5,0.05,0.1,1.5,1.3000000000000005,0.04459079643118713
2.5,0.03,0.2,-0.5,0.05,0.1,1.5,1.3500000000000005,0.03356415685365227
2.5,0.03,0.2,-0.5,0.05,0.1,2,0.8,0.35184757724474114
2.5,0.03,0.2,-0.5,0.05,0.1,2,0.8500000000000001,0.3147281137278375
2.5,0.03,0.2,-0.5,0.05,0.1,2,0.9000000000000001,0.27907550974796325
2.5,0.03,0.2,-0.5,0.05,0.1,2,0.9500000000000002,0.24518705252385387
2.5,0.03,0.2,-0.5,0.05,0.1,2,1.0000000000000002,0.2133422115765492
2.5,0.03,0.2,-0.5,0.05,0.1,2,1.0500000000000003,0.18378362179850893
2.5,0.03,0.2,-0.5,0.05,0.1,2,1.1000000000000003,0.15670073746487978
2.5,0.03,0.2,-0.5,0.05,0.1,2,1.1500000000000004,0.132217996527763
2.5,0.03,0.2,-0.5,0.05,0.1,2,1.2000000000000004,0.11038863919158304
2.5,0.03,0.2,-0.5,0.05,0.1,2,1.2500000000000004,0.09119450143008284
2.5,0.03,0.2,-0.5,0.05,0.1,2,1.3000000000000005,0.07455131123392594
2.5,0.03,0.2,-0.5,0.05,0.1,2,1.3500000000000005,0.06031838600195072
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1,0.8,0.28217022295390226
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1,0.8500000000000001,0.24134924224066978
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1,0.9000000000000001,0.20276089551896437
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1,0.9500000000000002,0.16700319422510113
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1,1.0000000000000002,0.1346258310984919
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1,1.0500000000000003,0.10605989847047204
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1,1.1000000000000003,0.08155961258979577
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1,1.1500000000000004,0.061169276890237156
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1,1.2000000000000004,0.04472277429223781
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1,1.2500000000000004,0.03187460243523632
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1,1.3000000000000005,0.022153745658084284
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1,1.3500000000000005,0.015027144352150579
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1.5,0.8,0.3186265778638322
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1.5,0.8500000000000001,0.2799505712195194
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1.5,0.9000000000000001,0.24308886513231698
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1.5,0.9500000000000002,0.2084349764587783
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1.5,1.0000000000000002,0.1763511400492468
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1.5,1.0500000000000003,0.14713664454229547
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1.5,1.1000000000000003,0.12100154528101736
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1.5,1.1500000000000004,0.09804962826382574
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1.5,1.2000000000000004,0.07827282943469038
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1.5,1.2500000000000004,0.06155727197774924
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1.5,1.3000000000000005,0.047699163542291034
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,1.5,1.3500000000000005,0.03642741520276965
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,2,0.8,0.3525925460703855
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,2,0.8500000000000001,0.3157416442564057
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,2,0.9000000000000001,0.28039259768429337
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,2,0.9500000000000002,0.2468282353595468
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,2,1.0000000000000002,0.21530964934875696
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,2,1.0500000000000003,0.18605919325392517
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,2,1.1000000000000003,0.15924648805470698
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,2,1.1500000000000004,0.13497886710977214
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,2,1.2000000000000004,0.11329703145201842
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,2,1.2500000000000004,0.0941759733851657
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,2,1.3000000000000005,0.07753058579155636
2.5,0.03,0.2,-0.5,0.060000000000000005,0.1,2,1.3500000000000005,0.06322490017517751
2.5,0.03,0.2,-0.5,0.07,0.1,1,0.8,0.2831523675841845
2.5,0.03,0.2,-0.5,0.07,0.1,1,0.8500000000000001,0.24277071307528575
2.5,0.03,0.2,-0.5,0.07,0.1,1,0.9000000000000001,0.2046825933328198
2.5,0.03,0.2,-0.5,0.07,0.1,1,0.9500000000000002,0.16944007882869616
2.5,0.03,0.2,-0.5,0.07,0.1,1,1.0000000000000002,0.13753448254329304
2.5,0.03,0.2,-0.5,0.07,0.1,1,1.0500000000000003,0.10933736951112916
2.5,0.03,0.2,-0.5,0.07,0.1,1,1.1000000000000003,0.08505517718484301
2.5,0.03,0.2,-0.5,0.07,0.1,1,1.1500000000000004,0.064706721565158
2.5,0.03,0.2,-0.5,0.07,0.1,1,1.2000000000000004,0.04812758098945297
2.5,0.03,0.2,-0.5,0.07,0.1,1,1.2500000000000004,0.034999073895517985
2.5,0.03,0.2,-0.5,0.07,0.1,1,1.3000000000000005,0.024894276774416274
2.5,0.03,0.2,-0.5,0.07,0.1,1,1.3500000000000005,0.017330798030240485
2.5,0.03,0.2,-0.5,0.07,0.1,1.5,0.8,0.3195154648945705
2.5,0.03,0.2,-0.5,0.07,0.1,1.5,0.8500000000000001,0.2811765044247605
2.5,0.03,0.2,-0.5,0.07,0.1,1.5,0.9000000000000001,0.24469278855792953
2.5,0.03,0.2,-0.5,0.07,0.1,1.5,0.9500000000000002,0.21043363148600358
2.5,0.03,0.2,-0.5,0.07,0.1,1.5,1.0000000000000002,0.17873131323102165
2.5,0.03,0.2,-0.5,0.07,0.1,1.5,1.0500000000000003,0.1498535591142478
2.5,0.03,0.2,-0.5,0.07,0.1,1.5,1.1000000000000003,0.12398191349642429
2.5,0.03,0.2,-0.5,0.07,0.1,1.5,1.1500000000000004,0.10119888099102475
2.5,0.03,0.2,-0.5,0.07,0.1,1.5,1.2000000000000004,0.08148517696054891
2.5,0.03,0.2,-0.5,0.07,0.1,1.5,1.2500000000000004,0.06472675114526422
2.5,0.03,0.2,-0.5,0.07,0.1,1.5,1.3000000000000005,0.05072979286956725
2.5,0.03,0.2,-0.5,0.07,0.1,1.5,1.3500000000000005,0.039240968411406785
2.5,0.03,0.2,-0.5,0.07,0.1,2,0.8,0.3533550629780976
2.5,0.03,0.2,-0.5,0.07,0.1,2,0.8500000000000001,0.31676735800269107
2.5,0.03,0.2,-0.5,0.07,0.1,2,0.9000000000000001,0.2817123646168712
2.5,0.03,0.2,-0.5,0.07,0.1,2,0.9500000000000002,0.24845883820386883
2.5,0.03,0.2,-0.5,0.07,0.1,2,1.0000000000000002,0.21725061693986736
2.5,0.03,0.2,-0.5,0.07,0.1,2,1.0500000000000003,0.1882914943305204
2.5,0.03,0.2,-0.5,0.07,0.1,2,1.1000000000000003,0.16173329925613178
2.5,0.03,0.2,-0.5,0.07,0.1,2,1.1500000000000004,0.13766827238009927
2.5,0.03,0.2,-0.5,0.07,0.1,2,1.2000000000000004,0.1161262173213054
2.5,0.03,0.2,-0.5,0.07,0.1,2,1.2500000000000004,0.09707629500931386
2.5,0.03,0.2,-0.5,0.07,0.1,2,1.3000000000000005,0.08043281601373548
2.5,0.03,0.2,-0.5,0.07,0.1,2,1.3500000000000005,0.06606403193776439
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1,0.8,0.2821608998731666
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1,0.8500000000000001,0.24095478653700753
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1,0.9000000000000001,0.2017363376982957
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1,0.9500000000000002,0.16511126697995993
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1,1.0000000000000002,0.1317042877413942
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1,1.0500000000000003,0.10208661922257922
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1,1.1000000000000003,0.07668931836264636
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1,1.1500000000000004,0.05572120259838931
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1,1.2000000000000004,0.03911669820014546
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1,1.2500000000000004,0.02653573262452552
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1,1.3000000000000005,0.017421801463930187
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1,1.3500000000000005,0.011101506091631519
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1.5,0.8,0.3187964938478657
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1.5,0.8500000000000001,0.27982902150496747
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1.5,0.9000000000000001,0.2424944086311588
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1.5,0.9500000000000002,0.20718549809350884
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1.5,1.0000000000000002,0.17429713653823664
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1.5,1.0500000000000003,0.1441944038064198
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1.5,1.1000000000000003,0.11717775506334838
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1.5,1.1500000000000004,0.0934502272155383
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1.5,1.2000000000000004,0.07309269106925864
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1.5,1.2500000000000004,0.056052514774938444
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1.5,1.3000000000000005,0.042148722454605214
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,1.5,1.3500000000000005,0.031093211341895743
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,2,0.8,0.3529112150999645
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,2,0.8500000000000001,0.3158544828114992
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,2,0.9000000000000001,0.2801614063689959
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,2,0.9500000000000002,0.24610965524736417
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,2,1.0000000000000002,0.21397389151721113
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,2,1.0500000000000003,0.18400916468600736
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,2,1.1000000000000003,0.15643380669322426
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,2,1.1500000000000004,0.13141370948817122
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,2,1.2000000000000004,0.1090499156922311
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,2,1.2500000000000004,0.08937116952235002
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,2,1.3000000000000005,0.07233246921597408
2.5,0.03,0.30000000000000004,-0.5,0.05,0.1,2,1.3500000000000005,0.05781982584071932
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1,0.8,0.28314507930119504
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1,0.8500000000000001,0.24236841866230607
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1,0.9000000000000001,0.2036537846861015
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1,0.9500000000000002,0.16756861514756938
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1,1.0000000000000002,0.13467855582377364
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1,1.0500000000000003,0.10548272409615556
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1,1.1000000000000003,0.08034230760016203
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1,1.1500000000000004,0.05941794526857791
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1,1.2000000000000004,0.042634025347993376
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1,1.2500000000000004,0.029683812796172993
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1,1.3000000000000005,0.020077572689008116
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1,1.3500000000000005,0.013220984817237158
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1.5,0.8,0.31969004251847444
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1.5,0.8500000000000001,0.2810494826926535
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1.5,0.9000000000000001,0.24408898530929313
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1.5,0.9500000000000002,0.20918158878856652
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1.5,1.0000000000000002,0.17669373472015804
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1.5,1.0500000000000003,0.14695621257884084
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1.5,1.1000000000000003,0.12023394081255467
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1.5,1.1500000000000004,0.09669901745356091
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1.5,1.2000000000000004,0.07641172522113227
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1.5,1.2500000000000004,0.05931330446149036
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1.5,1.3000000000000005,0.045232309437760077
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,1.5,1.3500000000000005,0.033903666161850754
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,0.8,0.3536785650876697
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,0.8500000000000001,0.3168759347012433
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,0.9000000000000001,0.28147085127404203
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,0.9500000000000002,0.24772967568073445
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,1.0000000000000002,0.2159114505159796
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,1.0500000000000003,0.18625249184401715
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,1.1000000000000003,0.15895113036163933
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,1.1500000000000004,0.13415424878737503
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,1.2000000000000004,0.11194718986490892
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,1.2500000000000004,0.09234827374993831
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,1.3000000000000005,0.07530859911753057
2.5,0.03,0.30000000000000004,-0.5,0.060000000000000005,0.1,2,1.3500000000000005,0.06071710090997079
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1,0.8,0.28415695284621956
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1,0.8500000000000001,0.24379522296990774
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1,0.9000000000000001,0.20555714437899897
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1,0.9500000000000002,0.16997316926466088
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1,1.0000000000000002,0.1375558924319753
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1,1.0500000000000003,0.10874284515935273
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1,1.1000000000000003,0.0838377344619039
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1,1.1500000000000004,0.06296257757070856
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1,1.2000000000000004,0.04603367646950551
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1,1.2500000000000004,0.032770083725152055
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1,1.3000000000000005,0.022734503673663642
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1,1.3500000000000005,0.015396641951481604
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1.5,0.8,0.32060174716731404
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1.5,0.8500000000000001,0.28227970174240247
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1.5,0.9000000000000001,0.24567865481601414
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1.5,0.9500000000000002,0.21115224040332226
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1.5,1.0000000000000002,0.17904044773117855
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1.5,1.0500000000000003,0.14964326038169107
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1.5,1.1000000000000003,0.12319455541665048
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1.5,1.1500000000000004,0.09984000878880805
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1.5,1.2000000000000004,0.07962263882436593
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1.5,1.2500000000000004,0.06247865569566924
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1.5,1.3000000000000005,0.048244575881481344
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,1.5,1.3500000000000005,0.03667448718400368
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,2,0.8,0.35445961708679596
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,2,0.8500000000000001,0.3179062934814091
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,2,0.9000000000000001,0.2827808718560303
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,2,0.9500000000000002,0.2493384918943764
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,2,1.0000000000000002,0.2178233027995221
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,2,1.0500000000000003,0.18845425658509818
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,2,1.1000000000000003,0.16141155434815102
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,2,1.1500000000000004,0.13682516460584226
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,2,1.2000000000000004,0.11476668082996322
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,2,1.2500000000000004,0.09524543021562326
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,2,1.3000000000000005,0.07820923413431241
2.5,0.03,0.30000000000000004,-0.5,0.07,0.1,2,1.3500000000000005,0.06354963692147886
2.5,0.03,0.4,-0.5,0.05,0.1,1,0.8,0.2830130957069925
2.5,0.03,0.4,-0.5,0.05,0.1,1,0.8500000000000001,0.2418112554273517
2.5,0.03,0.4,-0.5,0.05,0.1,1,0.9000000000000001,0.2024350274054234
2.5,0.03,0.4,-0.5,0.05,0.1,1,0.9500000000000002,0.1654552442632301
2.5,0.03,0.4,-0.5,0.05,0.1,1,1.0000000000000002,0.13150645330398614
2.5,0.03,0.4,-0.5,0.05,0.1,1,1.0500000000000003,0.1012313252561744
2.5,0.03,0.4,-0.5,0.05,0.1,1,1.1000000000000003,0.07518963606034135
2.5,0.03,0.4,-0.5,0.05,0.1,1,1.1500000000000004,0.0537405654717133
2.5,0.03,0.4,-0.5,0.05,0.1,1,1.2000000000000004,0.03693140924709237
2.5,0.03,0.4,-0.5,0.05,0.1,1,1.2500000000000004,0.024446227267636567
2.5,0.03,0.4,-0.5,0.05,0.1,1,1.3000000000000005,0.015656998739574823
2.5,0.03,0.4,-0.5,0.05,0.1,1,1.3500000000000005,0.009766931039413618
2.5,0.03,0.4,-0.5,0.05,0.1,1.5,0.8,0.31971812303625347
2.5,0.03,0.4,-0.5,0.05,0.1,1.5,0.8500000000000001,0.2807453812756321
2.5,0.03,0.4,-0.5,0.05,0.1,1.5,0.9000000000000001,0.24327991266691318
2.5,0.03,0.4,-0.5,0.05,0.1,1.5,0.9500000000000002,0.207693039326885
2.5,0.03,0.4,-0.5,0.05,0.1,1.5,1.0000000000000002,0.1743804441386544
2.5,0.03,0.4,-0.5,0.05,0.1,1.5,1.0500000000000003,0.14373694552082528
2.5,0.03,0.4,-0.5,0.05,0.1,1.5,1.1000000000000003,0.116121858523076
2.5,0.03,0.4,-0.5,0.05,0.1,1.5,1.1500000000000004,0.09181774426516565
2.5,0.03,0.4,-0.5,0.05,0.1,1.5,1.2000000000000004,0.07098894732912725
2.5,0.03,0.4,-0.5,0.05,0.1,1.5,1.2500000000000004,0.05364955583774256
2.5,0.03,0.4,-0.5,0.05,0.1,1.5,1.3000000000000005,0.039651161145695724
2.5,0.03,0.4,-0.5,0.05,0.1,1.5,1.3500000000000005,0.028697097549193196
2.5,0.03,0.4,-0.5,0.05,0.1,2,0.8,0.3538626081751849
2.5,0.03,0.4,-0.5,0.05,0.1,2,0.8500000000000001,0.3168149837202483
2.5,0.03,0.4,-0.5,0.05,0.1,2,0.9000000000000001,0.2810332066217657
2.5,0.03,0.4,-0.5,0.05,0.1,2,0.9500000000000002,0.24677871696004472
2.5,0.03,0.4,-0.5,0.05,0.1,2,1.0000000000000002,0.2143225705807289
2.5,0.03,0.4,-0.5,0.05,0.1,2,1.0500000000000003,0.1839320269427489
2.5,0.03,0.4,-0.5,0.05,0.1,2,1.1000000000000003,0.15585412316213765
2.5,0.03,0.4,-0.5,0.05,0.1,2,1.1500000000000004,0.13029742521905885
2.5,0.03,0.4,-0.5,0.05,0.1,2,1.2000000000000004,0.10741389983591054
2.5,0.03,0.4,-0.5,0.05,0.1,2,1.2500000000000004,0.08728345758570111
2.5,0.03,0.4,-0.5,0.05,0.1,2,1.3000000000000005,0.06990391290154796
2.5,0.03,0.4,-0.5,0.05,0.1,2,1.3500000000000005,0.055188647783866174
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1,0.8,0.28402711546589576
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1,0.8500000000000001,0.2432314961105505
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1,0.9000000000000001,0.20433455914770404
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1,0.9500000000000002,0.16787790731554897
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1,1.0000000000000002,0.1344441774666607
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1,1.0500000000000003,0.1046033682256623
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1,1.1000000000000003,0.07883386866826059
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1,1.1500000000000004,0.05742846189753148
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1,1.2000000000000004,0.04041159399440436
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1,1.2500000000000004,0.027504837823596917
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1,1.3000000000000005,0.018167467129053316
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1,1.3500000000000005,0.011704684899946777
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1.5,0.8,0.32063198025206363
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1.5,0.8500000000000001,0.28196852133013983
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1.5,0.9000000000000001,0.24485868773413144
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1.5,0.9500000000000002,0.20965862613360275
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1.5,1.0000000000000002,0.17673967702862103
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1.5,1.0500000000000003,0.14646396771583847
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1.5,1.1000000000000003,0.1191529980709759
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1.5,1.1500000000000004,0.0950522606745916
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1.5,1.2000000000000004,0.07429752222685954
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1.5,1.2500000000000004,0.05689033635386548
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1.5,1.3000000000000005,0.04269026118117186
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,1.5,1.3500000000000005,0.03142809230744359
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,2,0.8,0.354645370606396
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,2,0.8500000000000001,0.3178388234925017
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,2,0.9000000000000001,0.28233120405070067
2.5,0.03,0.4,-0.5,0.060000000000000005,0.1,2,0.9500000000000002,0.24837528473325188
